AISHE Code,Name,State,District,City,Website,Year ,Location,Type,Management,University,Category,Email,Phone No
,THE KINGDOM COLLEGE Bannerghatta Road ,Karnataka,Bengaluru Urban,,-,,,tech,,,,,
,"GSSS Simha Subbamahalakshmi  First Grade College, Metagalli, Mysuru",Karnataka,Mysuru,,www.ssfgc.ac.in,,,tech,,,,,
,VEDANTHA DEGREE COLLEGE,Karnataka,Bengaluru Urban,,www.vedanthacollege.com,,,tech,,,,,
,"JSS Institute of Education, Suttur,Nanjangud Tq.",Karnataka,Mysuru,,https://jssbedsuttur.org,,,tech,,,,,
," B.S.V.P. First Grade College, Vijayanagar, Bangalore-40",Karnataka,Bengaluru Urban,,www.bsvpfgc.org,,,tech,,,,,
,"VICTORY FIRST GRADE COLLEGE, MYSURU",Karnataka,Mysuru,,https://mescopu.business.site,,,tech,,,,,
,SRI LAKSHMI COLLEGE OF MANAGEMENT AND SCIENCE.,Karnataka,Bengaluru Urban,,http://www.srilakshmimanagement.org,,,mgt,,,,,
,GOVERNMENT ENGINEERING COLLEGE BIDAR,Karnataka,Bidar,,https://dte.karnataka.gov.in/institutes/gecbidar,,,tech,,,,,
,GLOBAL SHAHEEN COLLEGE,Karnataka,Tumakuru,,-,,,tech,,,,,
,VIDYA SOUDHA ACADEMY OF MANAGEMENT SCIENCES,Karnataka,Bengaluru Urban,,www.vidyasoudha.edu.in/vsamsblr,,,mgt,,,,,
,"SMT CHANNAMMA SHIVAMURTAYYA GADDADEVARAMATH ARTS AND COMMERCE COLLEGE, LAXMESHWAR",Karnataka,Gadag,,channammacollege.org,,,tech,,,,,
,SYBMSYs Basava Yoga Mahavidyalay Gadag,Karnataka,Gadag,,-,,,tech,,,,,
,"S N J P S N M S TRUST'S COMPUTER APPLICATION,  SCIENCE AND COMMERCE  DEGREE COLLEGE, NIDASOSI",Karnataka,Belagavi,,www.sjpndegreends.org,,,tech,,,,,
,SHRI BAPUGOUDA DARSHANPUR DEGREE COLLEGE SHAHAPUR,Karnataka,Yadgir,,-,,,tech,,,,,
,SHRI BASAVESHWAR EDUCATION SOCIETYS SHRI BASAVESHWAR DEGREE COLLEGE AP KALLOLI TQ MUDALAGI,Karnataka,Belagavi,,SBADCK.blogspot.com,,,tech,,,,,
,Ambika Mahavidyala Bappalige Puttur,Karnataka,Dakshina Kannada,,www.ambikamahavidyalaya.edu.in,,,tech,,,,,
,S.E.T. Degree Evening College,Karnataka,Bengaluru Urban,,www.sarvodayacollege.edu.in,,,tech,,,,,
,"SDM TRUSTS, DANIGOND COLLEGE OF COMMERCE(B.COM)",Karnataka,Bagalkote,,www.dgisdmt.in,,,tech,,,,,
,S.E.T. DEGREE COLLEGE  ,Karnataka,Bengaluru Urban,,www.sarvodayacollege.edu.in,,,tech,,,,,
,SHIVABASAPPA GEERANNAVAR COLLEGE OF COMMERCE,Karnataka,Belagavi,,www.blacampus.in,,,tech,,,,,
,"Government First Grade College, Holalkere,",Karnataka,Chitradurga,,https://www.gfgc.kar.nic.in/holalkere,,,tech,,,,,
,GREEN CITY DEGREE COLLEGE,Karnataka,Kolar,,www.greencityedumalur.com,,,tech,,,,,
,SHARDHA DEGREE COLLEGE GHATBORAL,Karnataka,Bidar,,WWW.SHARDHACLG.COM,,,tech,,,,,
,Jnanabharathi College of Education,Karnataka,Chitradurga,,www.jbcehiriyur.org,,,tech,,,,,
,ARUNODAYA DEGREE COLLEGE,Karnataka,Bengaluru Urban,,-,,,tech,,,,,
,GOVT FIRST GRADE COLLEGE MAMDAPUR,Karnataka,Vijayapura,,www.gfgcmamadapur.nic.in,,,tech,,,,,
,SRI VANI VIDYA KENDRA DEGREE COLLEGE,Karnataka,Bengaluru Urban,,www.srivani.edu.in,,,tech,,,,,
,SESWS Chatrapati Shivaji Arts Science and Commerce College Nangnoor-Nipani,Karnataka,Belagavi,,www.seswsociety.com,,,tech,,,,,
,GOVT FIRST GRADE COLLEGE DEVARAHIPPARAGI - 586115,Karnataka,Vijayapura,,https://gfgc.kar.nic.in/devarhipparagi/Home,,,tech,,,,,
,B577 SUCCESS DEGREE COLLEGE BASAVAKALYAN,Karnataka,Bidar,,https://successdegreecollege.business.site/,,,tech,,,,,
,"KLE COMMERCE COLLEGE, VIDYA NAGAR , HUBLI, DHARWAD",Karnataka,Dharwad,,www.klecc.edu.in,,,tech,,,,,
,"GOVT FIRST GRADE COLLEGE, ATHANI",Karnataka,Belagavi,,https://gfgc.kar.nic.in/athani/,,,tech,,,,,
,"Shri. Murughrajendra Yoga Vidya Kendra, Shri. Channabasava Mahasvamiji First Grade Arts and Commerce",Karnataka,Belagavi,,www.scm,,,tech,,,,,
,CENTRE FOR HUMAN GENETICS,Karnataka,Bengaluru Urban,,www.chg.res.in,,,tech,,,,,
,BASAV ENGINEERING SCHOOL OF TECHNOLOGY ZALAKI,Karnataka,Vijayapura,,www.best.edu.in,,,tech,,,,,
,MAHARAJA INSTITUTE OF TECHNOLOGY THANDAVAPURA,Karnataka,Mysuru,,www.mitt.edu.in,,,tech,,,,,
,KALPAVRUKSHA DEGREE COLLEGE MORATAGI TQ SINDAGI,Karnataka,Vijayapura,,www.klp.com,,,tech,,,,,
,Bhavani management school BBA college ,Karnataka,Vijayapura,,www.bdes.in,,,mgt,,,,,
,Jnanadeepa First Grade College,Karnataka,Mysuru,,www.jnanadeepacollege.co.in,,,tech,,,,,
,"D.Banumaiahs Arts & Commerce College, Mysore",Karnataka,Mysuru,,www.dbanumaiahcollege.edu.in,,,tech,,,,,
,"Government First Grade College , Periyapatna",Karnataka,Mysuru,,https://gfgc.kar.nic.in/periyapatna/,,,tech,,,,,
,"S.R.S. College of education, Chitradurga",Karnataka,Chitradurga,,www.srsinstitutions.com,,,tech,,,,,
,"Sri Nataraja Residentional  First grade College for Women, Mysore",Karnataka,Mysuru,,www.snpmysore.org,,,tech,,,,,
,"Bharath  Matha First Grade College,Koppa ,Piriyapatna",Karnataka,Mysuru,,www.bmdckoppa.in,,,tech,,,,,
,"Government First Grade College, Holenarsipura",Karnataka,Hassan,,https://gfgc.kar.nic.in/holenarsipur,,,tech,,,,,
,Maharanis  Science College For Women JLB Road Mysore,Karnataka,Mysuru,,https://gfgc.kar.nic.in/mscw-mysore,,,tech,,,,,
,"Vidyodaya  Arts Commerce and Science College,T.Narsipura",Karnataka,Mysuru,,gvsvfgc.com,,,tech,,,,,
,"SBRR Mahajana  First Grade College, Jayalakshmipuram",Karnataka,Mysuru,,www.fgc.mahajana.edu.in,,,tech,,,,,
,"Government First Grade College, K.R Nagar",Karnataka,Mysuru,,www.https://gfgc.kar.nic.in/krnagara,,,tech,,,,,
,Shri Siddalingeshwar Vidya Peeth Trust College of Education,Karnataka,Vijayapura,,www.ssvpting.org,,,tech,,,,,
,Shri Mahant Shivayogi Arts and Commerce College Ap Arabhavimath,Karnataka,Belagavi,,www.smsdc.ac.in,,,tech,,,,,
,ABHYUDAYA SCIENCE AND COMMERCE DEGREE COLLEGE MUDDEBIHAL,Karnataka,Vijayapura,,www.abhyudayambl.com,,,tech,,,,,
,SBJ ARTS AND COMMERCE COLLEGE VIJAYAPUR,Karnataka,Vijayapura,,www.sbj.com,,,tech,,,,,
,"Government First Grade College For Women, K.R Nagar",Karnataka,Mysuru,,https://gfgc.kar.nic.in/krnagara-women/,,,tech,,,,,
,"Government First Grade College ,Hanagodu",Karnataka,Mysuru,,gfgc.kar.nic.in/hanagodu/,,,tech,,,,,
,"Basudeva Somani College, Kuvempunagar,Mysore",Karnataka,Mysuru,,http://www.basudevsomanicollege.in/,,,tech,,,,,
,"Vidya Vikas  First grade College, Bannur Road Mysore",Karnataka,Mysuru,,www.vidyavikas.edu.in,,,tech,,,,,
,"Zubaida Womens Arts College, Shikaripura.",Karnataka,Shivamogga,,-,,,tech,,,,,
,"Government First Grade College, Birur.",Karnataka,Chikkamagaluru,,https://gfgd.karnataka.gov.in/gfgcbirur/public/en,,,tech,,,,,
,"M.L.M.N. College of Education, Chikmagalur.",Karnataka,Chikkamagaluru,,www.mesmlmnce.org,,,tech,,,,,
,"P.E.S. Institute of Advanced Management Studies, Guddadakere.",Karnataka,Shivamogga,,https://pestrust.edu.in/pesiams/,,,mgt,,,,,
,"Government First Grade College, Shiralakoppa.",Karnataka,Shivamogga,,https://gfgc.kar.nic.in/shiralakoppa/,,,tech,,,,,
,"Adichunchanagiri Institute of Business Management, Chikmagalur.",Karnataka,Chikkamagaluru,,www.aibmckm.in,,,mgt,,,,,
,"S.R. Nagappa Shresti Memorial National College of Applied Science, Shimoga.",Karnataka,Shivamogga,,WWW.srnmnc.com,,,tech,,,,,
,"Government First Grade College, Koppa.",Karnataka,Chikkamagaluru,,https://gfgc.kar.nic.in/koppa-chikkamagaluru/,,,tech,,,,,
,"Government First Grade College, Ananvatti. Soraba Taluka.",Karnataka,Shivamogga,,www.gfgcanavatti.com,,,tech,,,,,
,"Government First Grade College, Soraba.",Karnataka,Shivamogga,,www.gfgfcsorab.kar.nic.in,,,tech,,,,,
,"I.D.S.G. Government College, Chikmagalur.",Karnataka,Chikkamagaluru,,https://gfgc.kar.nic.in/idsgc/,,,tech,,,,,
,"St. Charle's Degree College, Bhadravathi.",Karnataka,Shivamogga,,http://www.stcharlescollegebdvt.com/,,,tech,,,,,
,"Tungabhadra College of Education, Tarikere.",Karnataka,Chikkamagaluru,,www.tungabhadrabedcollege.com,,,tech,,,,,
,"Edurite College of Administration & Management Studies, Shimoga.",Karnataka,Shivamogga,,www.eduritecollege.in,,,mgt,,,,,
,"Government First Grade College, Thirthahalli.",Karnataka,Shivamogga,,https://gfgc.kar.nic.in/thirthahalli/,,,tech,,,,,
,"Government First Grade College, Kaduru.",Karnataka,Chikkamagaluru,,https://gfgc.kar.nic.in/kadur,,,tech,,,,,
,"D.K. Shivakumar College of Education, Bhadravathi.",Karnataka,Shivamogga,,www.dksbed.in,,,tech,,,,,
,Devendra Bhimappa Nayak Commerce Degree College Yaragatti,Karnataka,Belagavi,,www.balu.in,,,tech,,,,,
,Kuvempu Shatamanothsava Shikshana Mahavidyalaya,Karnataka,Shivamogga,,kuvempubedcollege.org,,,tech,,,,,
,"Government First Grade College, Panchanahalli.",Karnataka,Chikkamagaluru,,www.gfgcpanchanahalli.com,,,tech,,,,,
,"Sahyadri Science College, Shimoga.",Karnataka,Shivamogga,,www.kussc.ac.in,,,tech,,,,,
,"National College of Education, Shimoga.",Karnataka,Shivamogga,,www.nesbedcollege.org,,,tech,,,,,
,"B.G.S. College of Education, Sringeri.",Karnataka,Chikkamagaluru,,www.bgsbedsringeri.org,,,tech,,,,,
,Sir M.V. Government Arts and Commerce College. Bhadravathi,Karnataka,Shivamogga,,https://gfgc.kar.nic.in/sirmv,,,tech,,,,,
,"Sir M.V. Government Science College, Bhadravathi.",Karnataka,Shivamogga,,https://gfgc.kar.nic.in/sirmv-science/,,,tech,,,,,
,"Government First Grade College, Yagati.",Karnataka,Chikkamagaluru,,https://gfgc.kar.nic.in/yagati/,,,tech,,,,,
,"S.J.G. College of Education, Anandapura, Sagara Taluka.",Karnataka,Shivamogga,,www.sjgbecollege.org,,,tech,,,,,
,"Government First Grade College, Government Primary School Campus, K.R. Puram.",Karnataka,Shivamogga,,https://www.gfgc.kar.nic.in/shimoga,,,tech,,,,,
,"Sri Maruthi First Grade College, Holaluru.",Karnataka,Shivamogga,,www.google.com,,,tech,,,,,
,"Jnana Bharathi College of Education, Kaduru.",Karnataka,Chikkamagaluru,,www.jnbharathi.org,,,tech,,,,,
,"Government First Grade College, Tarikere.",Karnataka,Chikkamagaluru,,https://gfgc.kar.nic.in/tarikere/,,,tech,,,,,
,"Sagara Gangothri College of Education, Sagara.",Karnataka,Shivamogga,,www.sagaragangothribed.in,,,tech,,,,,
,"Kodachadri Government First Grade College, Hosanagara.",Karnataka,Shivamogga,,https://demo.karnataka.gov.in/hosanagara/public,,,tech,,,,,
,"Government First Grade College, Kalasa, Mudigere Taluka.",Karnataka,Chikkamagaluru,,http://gfgc.kar.nic.in/kalasa/,,,tech,,,,,
,"Tunga Mahavidyalaya, Anandagiri. Thirthahalli.",Karnataka,Shivamogga,,www.tungamahavidyalaya.in,,,tech,,,,,
,"Kamala Nehru Memorial National  College for Women,  Shivamogga.",Karnataka,Shivamogga,,www.knmnc.edu.in,,,tech,,,,,
,"Acharya Tulsi National College of Commerce, Shimoga.",Karnataka,Shivamogga,,www.atncc.org,,,tech,,,,,
,"Dr. G A Nariboli College of Education, Sagara.",Karnataka,Shivamogga,,www.MDF. sagar.org.,,,tech,,,,,
,Suvarna Devendra Nayak Degree College Yaragatti,Karnataka,Belagavi,,WWW.BALU.AC.IN,,,tech,,,,,
,B556 Shree Veerabhadreshwar MSW PG College Basavakalyan,Karnataka,Bidar,,-,,,tech,,,,,
,"Sri. Pampanna Sharanappa Guggalashetty, Govt., First Grade College, Kanakagiri.",Karnataka,Koppal,,https://gfgc.kar.nic.in/kanakagiri/,,,tech,,,,,
,SHRI SHARADA SCIENCE COLLEGE,Karnataka,Vijayapura,,www.sharadadegreecollege.blogspot.com,,,tech,,,,,
,"AVK College for Women, Hassan",Karnataka,Hassan,,www.avkchsn.ac.in,,,tech,,,,,
,Central Commerce College,Karnataka,Hassan,,cccollegehsn.in,,,tech,,,,,
,"S.B.C. First Grade College, Davangere",Karnataka,Davanagere,,www.sbcfgc.com,,,tech,,,,,
,shri siddeshwar societys s p uppin commerce management and science college kavalagi ,Karnataka,Vijayapura,,scuc.ac.in,,,mgt,,,,,
,BANAJAWAD DEGREE COLLEGE ATHANI,Karnataka,Belagavi,,www.banajawadpucollege.com,,,tech,,,,,
,Netaji Subhashandra Bhose Degree College Vijaypur,Karnataka,Vijayapura,,www.kalidas,,,tech,,,,,
,Swami Vivekananda Arts And Commerce Degree College Ap Muddebihal,Karnataka,Vijayapura,,WWW.ac.in,,,tech,,,,,
,Shri  Ramakrishna Arts and Commerce College  Ap Arakeri,Karnataka,Vijayapura,,rkc.co.in,,,tech,,,,,
,VIDYANIDHI INSTITUTE OF COMMERCE AND MANAGEMENT STUDIES,Karnataka,Bengaluru Rural,,http://www.vidyanidhicollege.in,,,mgt,,,,,
,SAMRUDDHI DEGREE COLLEGE,Karnataka,Bengaluru Rural,,samruddhicollege.com,,,tech,,,,,
,AADYA AVIATION COLLEGE,Karnataka,Bengaluru Urban,,https://www.aadyacollegebangalore.com/,,,tech,,,,,
,RMS INSTITUTE OF MANAGEMENT AND SCIENCE,Karnataka,Bengaluru Urban,,-,,,mgt,,,,,
,TAPASYA DEGREE COLLEGE,Karnataka,Bengaluru Urban,,www.tapasyaedu.com,,,tech,,,,,
,"Lingayatha Study Centre, Gadag",Karnataka,Gadag,,-,,,tech,,,,,
,C619 GETs First Grade College of Science and Commerce,Karnataka,Kalaburagi,,www.getscollege.in,,,tech,,,,,
,Daksha First Grade college ,Karnataka,Mysuru,,www.dakshacollege.com,,,tech,,,,,
,ARIHANT INSTITUTE OF COMMERCE AND MANAGEMENT,Karnataka,Bengaluru Urban,,www.agiedu.in,,,mgt,,,,,
,"GVPP,    Govt., First Grade College, Ramnagar, Hagaribommanahalli.",Karnataka,Ballari,,www.gfgc.kar.nic.in,,,tech,,,,,
,"Indiragandhi College of Education,Kuvempu Nagar, Hosadurga",Karnataka,Chitradurga,,http://www.snerdthsd.com,,,tech,,,,,
,GOLDEN FIRST GRADE COLLEGE,Karnataka,Hassan,,www.gcchassan.in,,,tech,,,,,
,Kateel Ashok Pai Memorial College,Karnataka,Shivamogga,,www.kapmc.kapmi.edu.in,,,tech,,,,,
,"Sri SBSS Fine Arts College, Rattihalli",Karnataka,Haveri,,-,,,tech,,,,,
,"Chitrakala Mandira Kalashale, Udupi",Karnataka,Dakshina Kannada,,trasiranendra.org,,,tech,,,,,
,"Ranga Study Centre, Kundapur",Karnataka,Udupi,,www.basck.org,,,tech,,,,,
,"Nirmala Chitrakalashale, Hasan",Karnataka,Hassan,,Kannadauniversity.org,,,tech,,,,,
,"Kalamandira Kalashale, Bangalore",Karnataka,Bengaluru Urban,,-,,,tech,,,,,
,"Bhavani Lalitakala Mahavidyalaya, Bellary",Karnataka,Ballari,,-,,,tech,,,,,
,"Halabavi School of Arts, Dharwad",Karnataka,Dharwad,,www.jssonline.org,,,tech,,,,,
,"Ravindra Kalaniketana, Tumkur",Karnataka,Tumakuru,,www.Bapujieducationsociety.org,,,tech,,,,,
,"Dr.F.G. Halakatti Research Centre, Bijapur",Karnataka,Vijayapura,,WWW.drpghrc@bldea.org,,,tech,,,,,
,"SJMS Chitrkala Mahavidyalaya, Chitradurga",Karnataka,Chitradurga,,-,,,tech,,,,,
,"Dr.Ha.Ma.Na. Research Centre, Ujire",Karnataka,Dakshina Kannada,,www.sdmcujire.in,,,tech,,,,,
,M S College of Commerce ,Karnataka,Bengaluru Urban,,www.mountshepherd.com,,,tech,,,,,
,"Benon Smith School of Arts, Belgaum",Karnataka,Belagavi,,-,,,tech,,,,,
,"JN Kalavidyalaya, Gadag",Karnataka,Gadag,,www.vidyadansamiti.org,,,tech,,,,,
,"Vijaya Kalamandira, Gadag",Karnataka,Gadag,,-,,,tech,,,,,
,"Hampi Lalitakala Mahavidyalaya, Hospet",Karnataka,Ballari,,-,,,tech,,,,,
,"Sri Vivekananda Kalamandira, Raibag",Karnataka,Belagavi,,vdsali.rbg@gmail.com,,,tech,,,,,
,"The Oxford College of Education, 1st Phase, J.P. Nagar, Bangalore -78.",Karnataka,Bengaluru Urban,,www.theoxford.edu,,,tech,,,,,
,"C631 IMPERIAL DEGREE COLLEGE, GURUMITHKAL, YADGIR",Karnataka,Yadgir,,www.imperialinstitution.com,,,tech,,,,,
,"ISBC College of Arts, Science and Commerce",Karnataka,Bengaluru Urban,,www.isbccollege.org,,,tech,,,,,
,"C632 ORIENT M.S.W. COLLEGE, YADGIR",Karnataka,Yadgir,,orientalcollege.in,,,tech,,,,,
,"C637 SRI BALAJI M.A HISTORY P.G COLLEGE, SAIDAPUR",Karnataka,Yadgir,,-,,,tech,,,,,
,C657 Priyank Degree College Shahapur,Karnataka,Yadgir,,priyank.web,,,tech,,,,,
,"C658 SWAMI VIVEKANAND DEGREE COLLGE, RANGAMPET DIST YADAGIRI",Karnataka,Yadgir,,-,,,tech,,,,,
,C730 SALVIN  MSW COLLEGE KALBURAGI,Karnataka,Kalaburagi,,www.salvincollege.com,,,tech,,,,,
,C616 NAGAMBIKA ARTS AND COMMERCE DEGREE COLLEGE NEHAR GUNJ HUMNABAD ROAD KALABURAGI,Karnataka,Kalaburagi,,-,,,tech,,,,,
,C711 MAHATMA GANDHI MSW COLLEGE AFZALPUR KALABURAGI,Karnataka,Kalaburagi,,www.nkdf.in,,,tech,,,,,
,The Yenepoya Institute of Arts Science Commerce and Management ,Karnataka,Dakshina Kannada,,yiascm.yenepoya.edu.in,,,mgt,,,,,
,"Govt. First Grade College, Kanakapura-562 117",Karnataka,Bengaluru South,,https://gfgc.kar.nic.in/kanakapura/,,,tech,,,,,
,BBMP FIRST GRADE COLLEGE FOR WOMEN CLEVELAND TOWN FRAZER TOWN BANGALORE,Karnataka,Bengaluru Urban,,https://bbmp.gov.in/,,,tech,,,,,
,BMS COLLEGE OF COMMERCE AND MANAGEMENT,Karnataka,Bengaluru Urban,,www.bmsccm.ac.in,,,mgt,,,,,
,"CHAUSON COLLEGE OF EDUCATION, CHIKKODI",Karnataka,Belagavi,,www.chausoneducation.com,,,tech,,,,,
,"CHAUSON EDUCATION COLLEGE, CHIKKODI (PG)",Karnataka,Belagavi,,www.chausoneducation.com,,,tech,,,,,
,D535 FEDERAL DEGREE COLLEGE YARAMAS CAMP,Karnataka,Raichur,,www.federaleducationwelfaretrust.com,,,tech,,,,,
,"Cresent College of Education, KK Doddi, Ramanagaram",Karnataka,Bengaluru South,,www.crescentbedcollege.com,,,tech,,,,,
,SHREE SWAMI VIVEKANANDA DEGREE COLLEGE PWD CAMP SINDHANUR ,Karnataka,Raichur,,-,,,tech,,,,,
,D599 NAVAYUGA MSW COLLEGE RAICHUR,Karnataka,Raichur,,navayugatrust.com,,,tech,,,,,
,D595 S E C T POST GRADUATE COLLEGE RAICHUR,Karnataka,Raichur,,-,,,tech,,,,,
,SRI VIVEKANANDA DEGREE COLLEGE ,Karnataka,Chikkaballapura,,vivekananda.com,,,tech,,,,,
,VIDYAVANA FIRST GRADE COLLEGE,Karnataka,Bengaluru Rural,,www.vidyavana.org,,,tech,,,,,
,"GOVERNMENT FIRST GRADE COLLEGE, BIDI.,  KHANAPUR TQ.",Karnataka,Belagavi,,www.gfgc.kar.nic.in/bidi,,,tech,,,,,
,SAHYADRI DEGREE COLLEGE,Karnataka,Kolar,,sahyadricollege.com,,,tech,,,,,
,PRAGATHI DEGREE COLLEGE,Karnataka,Bengaluru Urban,,www.pragathitheschool.com,,,tech,,,,,
,GOPALAN COLLEGE OF COMMERCE,Karnataka,Bengaluru Urban,,http://www.gopalancolleges.com,,,tech,,,,,
,C643 VIVEK JAGRUTI PG COLLEGE KALABURAGI,Karnataka,Kalaburagi,,-,,,tech,,,,,
,Cambridge College,Karnataka,Bengaluru Urban,,https://www.cambridge.edu.in,,,tech,,,,,
,JESSE DEGREE COLLEGE,Karnataka,Bengaluru Urban,,www.jessecollege.com,,,tech,,,,,
,AMARA JYOTHI DEGREE COLLEGE  MULBAGAL,Karnataka,Kolar,,www.amarajyothi.in,,,tech,,,,,
,"Hindustan Business School,  Chennappanahalli, No.24, K.R. Puram, Bangalore-16",Karnataka,Bengaluru Urban,,www.hindustanacademy.edu.in,,,mgt,,,,,
,"Goodwill Christain Womens College, 10, Frazer Town, Bangalore-51",Karnataka,Bengaluru Urban,,www.goodwillchristiancollege.com,,,tech,,,,,
,B551 VIVEKANAND DEGREE COLLEGE BASAVAKALYAN,Karnataka,Bidar,,www.vdcbk.com,,,tech,,,,,
,SHRI SHRUNGERI COLLEGE OF EDUCATION,Karnataka,Chikkaballapura,,-,,,tech,,,,,
,MARUTHI DEGREE COLLEGE,Karnataka,Chikkaballapura,,-,,,tech,,,,,
,SRI VISHWA VIVEKA FIRST GRADE COLLEGE ,Karnataka,Chikkaballapura,,-,,,tech,,,,,
,"Central Institute of Indian Languages, Manasagangotri, Mysore",Karnataka,Mysuru,,-,,,tech,,,,,
,"CHETAN BUSINESS SCHOOL INSTITUTE OF MANAGEMENT AND RESEARCH, HUBLI",Karnataka,Dharwad,,www.chetanmba.com,,,mgt,,,,,
,"SHRI JAGADGURU MADIVALESHWAR KALMATH TRUST SHRI CHANNABASAV ARTS AND COMMERCE COLLEGE, GARAG",Karnataka,Dharwad,,sjmkgarag.ac.in,,,tech,,,,,
,"ST JOSEPH?S COMMERCE COLLEGE, COLLEGE ROAD",Karnataka,Dharwad,,stjosephcollegedharwad.com,,,tech,,,,,
,"KSS ARTS AND COMMERCE COLLEGE, RON",Karnataka,Gadag,,www.kssgdg,,,tech,,,,,
,GNYAN SAI EDUCATION TRUST SHARADA ARTS DEGREE COLLEGE,Karnataka,Kalaburagi,,-,,,tech,,,,,
,SHREE NEELAKANTH ARTS FIRST GRADE COLLEGE DEVAPUR TQ SHORAPUR DT YADGIRI,Karnataka,Yadgir,,www.neelakanthdc557@gmail.com,,,tech,,,,,
,GOVERNMENT FIRST GRADE COLLEGE BYATARAYANAPURA BANGALORE ,Karnataka,Bengaluru Urban,,-,,,tech,,,,,
,"B312 V K INTERNATIONAL ARTS COLLEGE, VIDYA NAGAR",Karnataka,Bidar,,vkicollege.in,,,tech,,,,,
,B544 CHANAKYA DEGREE COLLEGE BIDAR,Karnataka,Bidar,,www.chanakyacollegebidar.in,,,tech,,,,,
,Vidyaniketan Degree College Bhalki,Karnataka,Bidar,,www.vidyaniketan.com,,,tech,,,,,
,B585 SUNRISE DEGREE COLLEGE BIDAR,Karnataka,Bidar,,-,,,tech,,,,,
,B588 SAMRAT ASHOK ARTS COMMERCE AND SCIENCE DEGREE COLLEGE BIDAR,Karnataka,Bidar,,http://samratashokcolleges.com,,,tech,,,,,
,B578 IMPERIAL INSTITUTE OF ARTS AND COMMERCE DEGREE COLLEGE BASAVAKALYAN,Karnataka,Bidar,,-,,,tech,,,,,
,B279 Sri Siddaganga B.C.A Degree College Humnabad,Karnataka,Bidar,,-,,,tech,,,,,
,B589 NILA MSW COLLEGE BIDAR,Karnataka,Bidar,,-,,,tech,,,,,
,BASAVAKALYAN ARTS SCIENCE AND COMMERCE DEGREE COLLEGE BASAVAKALYAN,Karnataka,Bidar,,www.betbkdc.com,,,tech,,,,,
,D557 MODEL DEGREE COLLEGE,Karnataka,Raichur,,www.modeldegreecollege.com,,,tech,,,,,
,"NDRK First Grade College ,,Hassan",Karnataka,Hassan,,ndrkfgc.edu.in,,,tech,,,,,
,"Pride First Grade college, Hassan ",Karnataka,Hassan,,www.pridegcc.com,,,tech,,,,,
,"Government First Grade CollegeFor Women, Hassan",Karnataka,Hassan,,http://gfgf.kar.nic.in/hassan-women,,,tech,,,,,
,"Bangalore College of Engineering & Tech, BANGALORE",Karnataka,Bengaluru Urban,,http://www.bcet.co.in,,,tech,,,,,
,"MIT first Grade College, Industrial Subrub, Fort Mohalla, Mysore-570008",Karnataka,Mysuru,,www.mitfgc.in,,,tech,,,,,
,"Panchasheela Degree College, #10, BHEL Layout, 21st Cross, Pattanagare, RR Nagar, Bangalore -560 098.(10-11)",Karnataka,Bengaluru Urban,,www.pimsblr.in,,,tech,,,,,
,SIDDAGANGA COMMERCE AND MANAGEMENT COLLEGE,Karnataka,Bengaluru South,,www.siddagangamagadi@gmail.com,,,mgt,,,,,
,TAPASYA DEGREE COLLEGE HULIMAVU,Karnataka,Bengaluru Urban,,tapasyaedu.in,,,tech,,,,,
,SIR M VISVESVARAYA INSTITUTE OF COMMERCE AND ADMINISTRATION,Karnataka,Bengaluru Urban,,www.rgcgroup.org,,,tech,,,,,
,NALANDA COLLEGE OF HIGHER EDUCATION,Karnataka,Bengaluru Rural,,www.ngi-edu.in,,,tech,,,,,
,PNC COGNITIO DEGREE COLLEGE,Karnataka,Bengaluru Urban,,https://www.pnccs.edu.in,,,tech,,,,,
,SMT PARVATHAMMA SHAMANURU SHIVASHANKARAPPA SCHOOL OF HIGH TECH EDUCATION ,Karnataka,Davanagere,,pssshe.in,,,tech,,,,,
,GANGA DEGREE COLEEGE,Karnataka,Chitradurga,,www.gangacentralschool.com,,,tech,,,,,
,KLE SOCIETYS INSTITUTE OF FASHION TECHNOLOGY AND APPAREL DESIGN FOR WOMEN GOKAK,Karnataka,Belagavi,,www.klebftgokak.com,,,tech,,,,,
,BGS ART AND DESIGN ACADEMY,Karnataka,Bengaluru Urban,,www.bgsdesignacademy.edu.in,,,tech,,,,,
,A V S COLLEGE OF EDUCATION,Karnataka,Chikkamagaluru,,avsbedcollege.com,,,tech,,,,,
,"D590 SUNRISE DEGREE COLLEGE, RAICHUR",Karnataka,Raichur,,www.sunrisedegreecollege,,,tech,,,,,
,C706 SHREE SAI DEGREE COLLEGE  SHAHAPUR,Karnataka,Yadgir,,-,,,tech,,,,,
,"C680 Government First Grade College, Mahagaon Cross",Karnataka,Kalaburagi,,https://gfgc.kar.nic.in/mahagaoncross/,,,tech,,,,,
,PALOMA DEGREE COLLEGE,Karnataka,Bengaluru Urban,,-,,,tech,,,,,
,"C652 SHREE GURUPADLINGA SWAMY ARTS AND COMMERCE DEGREE COLLEGE, MAHAGAON CROSS",Karnataka,Kalaburagi,,-,,,tech,,,,,
,ST.PHILOMENAS FIRST GRADE COLLEGE,Karnataka,Bengaluru Urban,,www.stphilomenascollege.com,,,tech,,,,,
,SRI NETAJI SUBHASH CHANDRA BOSE DEGREE COLLEGE -583115,Karnataka,Ballari,,http://uucms.karnataka.gov.in,,,tech,,,,,
